goals,birthday,skin_colour,victories,leagueCountry,weight,ties,position,yellowCards,redCards,defeats,yellowReds,height,games,club
21,1989,0,82,2,83,38,0,45,0,57,2,182,177,0
0,1979,0,200,2,80,99,5,14,0,139,0,186,438,31
9,1989,0,19,3,77,30,3,28,0,31,1,185,80,18
2,1991,0,49,1,69,18,6,17,0,34,0,181,101,54
16,1990,0,64,2,81,52,10,28,1,75,1,186,191,0
33,1985,0,105,3,75,48,0,64,2,54,1,176,207,83
15,1981,1,146,0,87,85,1,71,1,134,1,187,365,79
2,1986,0,74,2,81,57,9,53,1,87,1,186,218,33
20,1986,0,75,2,72,37,11,19,0,55,0,179,167,74
52,1992,0,72,2,67,22,2,14,0,54,1,175,148,11
43,1985,0,97,2,66,61,7,51,0,99,0,176,257,28
99,1979,1,157,1,77,122,2,44,2,169,2,184,448,68
41,1990,0,63,2,77,32,0,29,1,61,0,180,156,38
21,1986,0,162,0,80,93,4,49,4,115,1,188,370,80
0,1989,0,44,2,81,21,5,2,0,29,0,186,94,38
0,1981,0,105,2,91,63,5,7,0,108,0,194,276,12
3,1993,0,42,2,72,30,4,18,0,38,2,181,110,87
58,1989,0,83,2,80,46,2,26,0,68,1,194,197,0
0,1988,0,61,2,75,44,4,43,2,72,2,175,177,38
71,1980,0,255,0,67,110,0,62,0,135,3,178,500,6
32,1987,0,34,3,81,27,2,9,0,51,0,183,112,59
0,1980,0,67,3,78,55,5,24,1,67,1,184,189,67
45,1990,0,206,2,78,59,0,40,0,53,0,182,318,12
5,1990,0,34,3,69,20,7,13,0,34,0,175,88,20
0,1979,0,65,3,82,64,5,21,5,85,0,182,214,37
0,1981,0,140,0,70,71,9,47,2,107,1,172,318,27
11,1990,0,92,2,74,42,9,22,0,51,1,177,185,15
28,1984,0,88,3,79,48,2,32,0,76,0,182,212,9
55,1986,0,76,2,84,62,2,21,1,87,0,191,225,28
40,1985,0,168,2,68,94,7,44,0,118,2,178,380,31
22,1981,0,75,3,71,53,0,37,0,91,1,179,219,60
0,1990,1,23,1,70,18,6,9,1,20,0,180,61,75
49,1985,0,91,1,83,53,2,15,0,55,3,191,199,42
25,1990,0,47,2,75,47,11,21,1,62,1,179,156,85
16,1988,0,44,2,69,24,11,11,0,24,0,170,92,86
7,1986,0,80,2,80,43,1,25,0,65,2,185,188,25
10,1984,0,67,3,76,54,9,45,0,95,2,184,216,35
50,1975,0,264,3,72,136,0,37,0,186,0,180,586,23
2,1988,0,50,2,73,28,4,22,0,18,3,174,96,31
127,1984,0,126,2,80,65,2,47,4,122,0,188,313,85
6,1991,0,58,2,74,31,6,13,1,57,0,178,146,69
37,1983,0,92,3,72,67,0,35,0,119,0,176,278,26
1,1993,0,9,3,69,9,6,3,1,12,1,178,30,26
30,1988,1,87,0,77,57,2,16,0,57,1,185,201,27
53,1984,1,85,1,76,59,2,45,2,69,0,177,213,77
13,1988,0,47,3,71,46,3,19,0,38,0,176,131,66
5,1989,0,70,3,80,30,1,43,1,41,2,184,141,83
10,1987,0,49,3,73,42,4,56,2,74,4,174,165,26
0,1982,0,365,3,78,111,5,32,2,67,1,183,543,29
60,1985,0,98,3,77,74,2,48,2,110,1,180,282,59
32,1986,0,104,2,73,57,10,27,1,61,2,173,222,86
15,1992,0,31,1,70,13,0,4,0,20,1,178,64,42
25,1986,0,242,0,85,92,1,72,5,111,3,190,445,46
0,1987,0,47,1,65,38,6,21,2,35,1,178,120,4
0,1988,0,47,0,80,24,5,2,0,31,0,187,102,6
7,1989,1,115,0,63,43,4,22,1,60,1,166,218,51
11,1990,1,49,3,72,41,7,64,3,54,4,171,144,26
271,1985,0,370,0,78,115,2,108,3,123,2,178,608,47
7,1979,0,257,0,75,83,9,44,3,89,1,185,429,79
0,1994,1,0,1,68,0,8,0,0,3,0,179,3,56
41,1977,1,344,0,72,174,1,71,3,137,0,181,655,80
10,1985,0,165,2,78,69,3,37,0,87,0,184,321,85
4,1984,1,103,0,71,64,4,56,3,89,1,178,256,78
10,1988,0,82,0,87,40,1,38,1,70,1,190,192,89
0,1990,0,105,0,75,47,5,11,2,51,0,195,203,6
0,1986,0,70,2,87,44,5,3,0,67,0,186,181,74
50,1981,0,427,3,77,125,4,163,1,121,3,183,673,63
47,1983,0,121,3,76,85,10,36,1,123,1,186,329,65
96,1980,0,527,3,68,167,0,59,0,122,2,170,816,29
47,1991,0,150,2,72,39,7,23,1,35,0,169,224,12
46,1986,0,68,0,85,28,2,26,0,70,0,188,166,51
19,1990,1,59,3,65,30,0,20,0,60,2,175,149,37
4,1990,0,91,1,56,52,4,29,1,60,1,169,203,77
29,1986,1,73,1,62,46,2,10,0,48,0,171,167,82
3,1995,0,20,2,77,12,1,8,0,17,0,186,49,39
26,1990,0,79,0,76,42,8,15,0,60,0,173,181,88
0,1991,1,16,1,70,15,6,2,2,23,1,181,54,77
79,1983,1,255,0,90,83,4,82,1,110,0,191,448,46
59,1986,0,121,1,70,67,11,18,1,81,0,175,269,36
51,1986,0,178,1,79,73,0,31,2,90,0,185,341,55
56,1986,0,178,0,69,106,4,86,1,88,1,175,372,51
14,1991,0,25,2,55,22,0,4,0,20,0,164,67,86
88,1980,0,201,0,70,105,0,31,0,150,1,178,456,89
37,1990,0,77,1,75,42,0,32,3,54,2,174,173,49
18,1986,0,110,0,87,61,1,25,2,81,4,190,252,80
57,1987,1,52,3,75,47,2,15,0,60,0,180,159,37
24,1992,0,59,2,70,32,0,4,0,40,0,179,131,1
19,1978,0,144,2,72,67,9,26,0,86,1,174,297,1
38,1987,0,156,2,71,77,4,42,1,106,1,186,339,85
3,1983,0,77,3,76,31,1,28,1,61,1,183,169,23
7,1991,0,53,2,67,22,9,8,0,52,0,175,127,38
0,1991,0,50,2,88,27,5,10,1,34,0,187,111,16
330,1981,0,377,1,84,135,2,94,6,95,4,192,607,57
48,1987,0,131,2,69,90,0,53,0,140,1,172,361,87
71,1979,0,150,0,76,96,8,44,1,146,1,181,392,88
27,1988,0,48,2,67,37,7,12,0,57,0,175,142,74
7,1979,1,148,1,76,117,1,46,6,130,2,182,395,57
0,1984,0,14,3,84,15,5,2,2,18,0,185,47,65
12,1986,0,68,3,78,39,4,22,0,53,0,186,160,65
